ExploGID,Exploration,Log_URL,Grnd_El_ft,TD_ft,TD_El_ft,BOH_GeoUnit,Fill_Dp_Up_ft,Fill_Dp_Lw_ft,Fill_El_Up_ft,Fill_El_Lw_ft,Qvr_Dp_Up_ft,Qvr_Dp_Lw_ft,Qvr_El_Up_ft,Qvr_El_Lw_ft,Qvrl_Dp_Up_ft,Qvrl_Dp_Lw_ft,Qvrl_El_Up_ft,Qvrl_El_Lw_ft,Qvi_Dp_Up_ft,Qvi_Dp_Lw_ft,Qvi_El_Up_ft,Qvi_El_Lw_ft,QviQvt_Dp_Up_ft,QviQvt_Dp_Lw_ft,QviQvt_El_Up_ft,QviQvt_El_Lw_ft,Qvt_Dp_Up_ft,Qvt_Dp_Lw_ft,Qvt_El_Up_ft,Qvt_El_Lw_ft,QvisQva_Dp_Up_ft,QvisQva_Dp_Lw_ft,QvisQva_El_Up_ft,QvisQva_El_Lw_ft,Qva_Dp_Up_ft,Qva_Dp_Lw_ft,Qva_El_Up_ft,Qva_El_Lw_ft,QvaQpvg_Dp_Up_ft,QvaQpvg_Dp_Lw_ft,QvaQpvg_El_Up_ft,QvaQpvg_El_Lw_ft,Qo_Dp_Up_ft,Qo_Dp_Lw_ft,Qo_El_Up_ft,Qo_El_Lw_ft,QoQpo_Dp_Up_ft,QoQpo_Dp_Lw_ft,QoQpo_El_Up_ft,QoQpo_El_Lw_ft,Qpo_Dp_Up_ft,Qpo_Dp_Lw_ft,Qpo_El_Up_ft,Qpo_El_Lw_ft,Qpog_Dp_Up_ft,Qpog_Dp_Lw_ft,Qpog_El_Up_ft,Qpog_El_Lw_ft,Qpvg_Dp_Up_ft,Qpvg_Dp_Lw_ft,Qpvg_El_Up_ft,Qpvg_El_Lw_ft,QpvgQpy_Dp_Up_ft,QpvgQpy_Dp_Lw_ft,QpvgQpy_El_Up_ft,QpvgQpy_El_Lw_ft,Qpy_Dp_Up_ft,Qpy_Dp_Lw_ft,Qpy_El_Up_ft,Qpy_El_Lw_ft,Qppyg_Dp_Up_ft,Qppyg_Dp_Lw_ft,Qppyg_El_Up_ft,Qppyg_El_Lw_ft,Qppyn_Dp_Up_ft,Qppyn_Dp_Lw_ft,Qppyn_El_Up_ft,Qppyn_El_Lw_ft
GlobalID,Exploration,Log,"GS Elev
(ft)","TD BGS
(ft)","TD Elev
(ft)",BOH Geo Unit,"Fill Depth
Upper
(ft)","Fill Depth
Lower
(ft)","Fill Elev
Upper
(ft)","Fill Elev
Lower
(ft)","Qvr Depth Upper
 (ft)","Qvr Depth Lower
 (ft)","Qvr Elev Upper
 (ft)","Qvr Elev Lower
 (ft)","Qvrl Depth Upper
 (ft)","Qvrl Depth Lower
 (ft)","Qvrl Elev Upper
 (ft)","Qvrl Elev Lower
 (ft)","Qvi Depth Upper
 (ft)","Qvi Depth Lower
 (ft)","Qvi Elev Upper
 (ft)","Qvi Elev Lower
 (ft)","Qvi-Qvt Depth Upper
 (ft)","Qvi-Qvt Depth Lower
 (ft)","Qvi-Qvt Elev Upper
 (ft)","Qvi-Qvt Elev Lower
 (ft)","Qvt Depth Upper
 (ft)","Qvt Depth Lower
 (ft)","Qvt Elev Upper
 (ft)","Qvt Elev Lower
 (ft)","Qvis-Qva Depth Upper
(ft)","Qvis-Qva Depth Lower
(ft)","Qvis-Qva Elev Upper
(ft)","Qvis-Qva Elev Lower
(ft)","Qva Depth
Upper
(ft)","Qva Depth
Lower
(ft)","Qva Elev
Upper
(ft)","Qva Elev
Lower
(ft)","Qva-Qpvg Depth Upper
(ft)","Qva-Qpvg Depth Lower
(ft)","Qva-Qpvg Elev Upper
(ft)","Qva-Qpvg Elev Lower
(ft)","Qo Depth Upper
(ft)","Qo Depth Lower
(ft)","Qo Elev Upper
(ft)","Qo Elev Lower
(ft)","Qo-Qpo Depth Upper
(ft)","Qo-Qpo Depth Lower
(ft)","Qo-Qpo Elev Upper
(ft)","Qo-Qpo Elev Lower
(ft)","Qpo Depth Upper
(ft)","Qpo Depth Lower
(ft)","Qpo Elev Upper
(ft)","Qpo Elev Lower
(ft)","Qpog Depth Upper
(ft)","Qpog Depth Lower
(ft)","Qpog Elev Upper
(ft)","Qpog Elev Lower
(ft)","Qpvg Depth Upper
(ft)","Qpvg Depth Lower
(ft)","Qpvg Elev Upper
(ft)","Qpvg Elev Lower
(ft)","Qpvg-Qpy Depth Upper
(ft)","Qpvg-Qpy Depth Lower
(ft)","Qpvg-Qpy Elev Upper
(ft)","Qpvg-Qpy Elev Lower
(ft)","Qpy Depth Upper
(ft)","Qpy Depth Lower
(ft)","Qpy Elev Upper
(ft)","Qpy Elev Lower
(ft)","Qppyg Depth Upper
(ft)","Qppyg Depth Lower
(ft)","Qppyg Elev Upper
(ft)","Qppyg Elev Lower
(ft)","Qppyn Depth Upper
(ft)","Qppyn Depth Lower
(ft)","Qppyn Elev Upper
(ft)","Qppyn Elev Lower
(ft)"
{fb84afdb-7079-4405-a5e8-4a8b4791fd46},B-6,B-6 Log,556.0,60.0,496.0,Qo,--,--,--,--,0.0,28.0,556.0,528.0,--,--,--,--,--,--,--,--,--,--,--,--,28.0,40.0,528.0,516.0,--,--,--,--,--,--,--,--,--,--,--,--,40,BBOH,516.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{f596dd17-aeaf-44f2-9506-99a6c9f44444},EB-53,EB-53 Log,558.0,160.0,398.0,Qpy,--,--,--,--,0.0,20.5,558.0,537.5,--,--,--,--,--,--,--,--,20.5,26.5,537.5,531.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26.5,92.5,531.5,465.5,92.5,138,465.5,420.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138,BBOH,420.0,BBOH,--,--,--,--,--,--,--,--
{d55dfe9c-5d44-4f13-b1f0-d37241f28f1f},EB-53W,EB-53W Log,558.5,136.0,422.5,Qo-Qpo,--,--,--,--,0.0,22.0,558.5,536.5,--,--,--,--,--,--,--,--,--,--,--,--,22.0,28.0,536.5,530.5,--,--,--,--,--,--,--,--,--,--,--,--,28,92.5,530.5,466.0,92.5,BBOH,466.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{ef393255-76be-4d38-b4d1-803339b63931},EB-54UIC,EB-54UIC Log,562.0,100.0,462.0,Qo,--,--,--,--,0.0,20.0,562.0,542.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,BBOH,542.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{9f694fb7-8a1b-448b-9db7-d5d93b28b449},EB-55UIC,EB-55UIC Log,557.1,100.0,457.1,Qo-Qpo,--,--,--,--,0.5,30.0,556.6,527.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,92,527.1,465.1,92,BBOH,465.1,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{cd971f33-9bb9-41c1-ab43-9a7ee81e9389},EB-56UIC,EB-56UIC Log,562.0,101.0,461.0,Qo-Qpo,--,--,--,--,0.0,29.0,562.0,533.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,95,533.0,467.0,95,BBOH,467.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{3c040e65-289b-403a-897e-08c88c53d141},EB-62UIC,EB-62UIC Log,545.9,70.0,475.9,Qo,--,--,--,--,0.0,20.0,545.9,525.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,BBOH,525.9,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{773d88d7-9183-406c-9e13-d9f99400a439},EB-63UIC,EB-63UIC Log,542.9,70.0,472.9,Qo,--,--,--,--,0.0,18.5,542.9,524.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18.5,BBOH,524.4,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{682bf731-fd26-4873-9e7a-edf0aeb86c14},EB-64W,EB-64W Log,545.0,135.5,409.5,Qo-Qpo,--,--,--,--,0.0,20.0,545.0,525.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,80,525.0,465.0,80,BBOH,465.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{e37fae2e-37f4-41dd-83df-fcfad10b0abf},EB-65UIC,EB-65UIC Log,546.0,90.5,455.5,Qo-Qpo,--,--,--,--,0.5,19.0,545.5,527.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,81.5,527.0,464.5,81.5,BBOH,464.5,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{8dd55740-9cb5-40fd-ae30-1d3b3fa7df1f},EB-66UIC,EB-66UIC Log,546.0,90.5,455.5,Qo-Qpo,--,--,--,--,0.0,25.0,546.0,521.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,78,521.0,468.0,78,BBOH,468.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{f3fb0b61-c443-44da-a370-1bb4a8c1afe2},EB-68,EB-68 Log,661.9,212.0,449.9,Qo-Qpo,--,--,--,--,0.3,28.0,661.7,633.9,--,--,--,--,--,--,--,--,--,--,--,--,28.0,75.0,633.9,586.9,--,--,--,--,--,--,--,--,--,--,--,--,75,200,586.9,461.9,200,BBOH,461.9,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{48105943-739c-4b47-a2cf-6f8f1b0bd15b},EB-69,EB-69 Log,689.0,240.0,449.0,Qpo,--,--,--,--,0.0,22.5,689.0,666.5,--,--,--,--,22.5,95.5,666.5,593.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,95.5,170,593.5,519.0,170,234,519.0,455.0,234,BBOH,455.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{94a17447-e9db-40d0-8a4a-babf3bbccf6d},EB-70,EB-70 Log,625.0,80.0,545.0,Qo,0.0,3.0,625.0,622.0,3.0,20.5,622.0,604.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.5,BBOH,604.5,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{f0d7dd70-46c0-4899-929d-4bff767f7044},EB-71,EB-71 Log,620.1,80.0,540.1,Qo,0.0,35.0,620.1,585.1,37.0,42.5,583.1,577.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42.5,BBOH,577.6,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{664c2bbc-6ce9-4f6a-8c93-1b1bb523e9ff},EB-72,EB-72 Log,625.4,85.0,540.4,Qo,0.0,16.8,625.4,608.6,17.0,22.5,608.4,602.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.5,BBOH,602.9,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{c7943524-2326-409d-99a6-4ca014371405},EB-73,EB-73 Log,659.1,110.0,549.1,Qo,--,--,--,--,0.0,19.0,659.1,640.1,--,--,--,--,--,--,--,--,--,--,--,--,19.0,60.0,640.1,599.1,--,--,--,--,--,--,--,--,--,--,--,--,60,BBOH,599.1,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{fc691d74-792b-422e-afdc-57e2960b3e2e},EB-74,EB-74 Log,665.5,115.0,550.5,Qo,--,--,--,--,0.0,18.0,665.5,647.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18.0,56.0,647.5,609.5,--,--,--,--,56,BBOH,609.5,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{50736ffd-8bfa-48c1-805c-15efaa76cf06},EB-75,EB-75 Log,658.0,110.0,548.0,Qo,--,--,--,--,0.0,25.5,658.0,632.5,--,--,--,--,--,--,--,--,--,--,--,--,25.5,38.0,632.5,620.0,--,--,--,--,--,--,--,--,--,--,--,--,38,BBOH,620.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{10b0ff40-20e5-4081-a543-d14a728d85df},EB-76,EB-76 Log,662.2,120.0,542.2,Qo,0.0,2.0,662.2,660.2,2.0,6.5,660.2,655.7,--,--,--,--,--,--,--,--,--,--,--,--,6.5,50.0,655.7,612.2,--,--,--,--,--,--,--,--,--,--,--,--,50,BBOH,612.2,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{44b6c867-8e74-45b0-b8ae-1911b16c169c},EB-77,EB-77 Log,661.1,258.0,403.1,Qpy,--,--,--,--,0.0,25.0,661.1,636.1,--,--,--,--,--,--,--,--,--,--,--,--,25.0,42.5,636.1,618.6,--,--,--,--,42.5,58.0,618.6,603.1,--,--,--,--,58,245.5,603.1,415.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,245.5,BBOH,415.6,BBOH,--,--,--,--,--,--,--,--
{c002f589-c027-4fb9-bb54-fbc261913697},EB-78,EB-78 Log,659.9,130.0,529.9,Qo,--,--,--,--,0.0,23.0,659.9,636.9,--,--,--,--,--,--,--,--,--,--,--,--,23.0,66.0,636.9,593.9,--,--,--,--,--,--,--,--,--,--,--,--,66,BBOH,593.9,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{03afb0eb-a739-490a-a41a-14e6b47791ab},EB-79,EB-79 Log,663.5,130.0,533.5,Qo,--,--,--,--,0.0,17.0,663.5,646.5,--,--,--,--,--,--,--,--,--,--,--,--,17.0,48.5,646.5,615.0,--,--,--,--,--,--,--,--,--,--,--,--,48.5,BBOH,615.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{4eb7f5b1-5baf-4893-b3ed-1025f04c7cc7},EB-80,EB-80 Log,660.1,130.0,530.1,Qo,--,--,--,--,0.0,20.0,660.1,640.1,--,--,--,--,--,--,--,--,--,--,--,--,20.0,51.5,640.1,608.6,--,--,--,--,--,--,--,--,--,--,--,--,51.5,BBOH,608.6,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{0af59276-ca65-4400-bbb4-14de7d162f6b},EB-81-ITU,EB-81-ITU Log,662.0,129.5,532.5,Qo,--,--,--,--,0.0,27.5,662.0,634.5,--,--,--,--,--,--,--,--,--,--,--,--,27.5,35.0,634.5,627.0,--,--,--,--,35.0,47.0,627.0,615.0,--,--,--,--,47,BBOH,615.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{bc6aaf54-a5ec-4e07-a2ef-65553ad8d776},EB-82-ITU,EB-82-ITU Log,660.5,130.0,530.5,Qo,--,--,--,--,0.0,28.0,660.5,632.5,--,--,--,--,--,--,--,--,--,--,--,--,28.0,62.0,632.5,598.5,--,--,--,--,--,--,--,--,--,--,--,--,62,BBOH,598.5,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{946852eb-eb68-4493-9273-d4c4c0ee2b0d},EB-83-ITU,EB-83-ITU Log,661.4,129.5,531.9,Qo,--,--,--,--,0.0,14.0,661.4,647.4,--,--,--,--,--,--,--,--,--,--,--,--,14.0,51.5,647.4,609.9,--,--,--,--,--,--,--,--,--,--,--,--,51.5,BBOH,609.9,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{2a53655e-e6be-4272-a38b-ac4bfe3a4812},EB-84-ITU,EB-84-ITU Log,655.0,118.0,537.0,Qo,--,--,--,--,0.0,20.0,655.0,635.0,--,--,--,--,--,--,--,--,--,--,--,--,20.0,47.0,635.0,608.0,--,--,--,--,--,--,--,--,--,--,--,--,47,BBOH,608.0,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{e9f74007-572f-4fe3-888b-8415174af800},EB-85W,EB-85W Log,665.6,263.0,402.6,Qpy,--,--,--,--,0.0,24.0,665.6,641.6,--,--,--,--,--,--,--,--,--,--,--,--,24.0,39.0,641.6,626.6,--,--,--,--,39.0,67.5,626.6,598.1,--,--,--,--,67.5,245,598.1,420.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,245,BBOH,420.6,BBOH,--,--,--,--,--,--,--,--
1a20e4c8-f46f-4651-9bc9-2b6f68f38e89,EB-86W,EB-86W Log,666.0,130.0,536.0,Qo,--,--,--,--,0.0,25.0,666.0,641.0,--,--,--,--,--,--,--,--,--,--,--,--,25.0,57.0,641.0,609.0,--,--,--,--,57.0,82.5,609.0,583.5,--,--,--,--,82.5,BBOH,583.5,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
eaa0a647-6a3a-4dfb-8261-6270b10873c2,EB-87W,EB-87W Log,657.7,130.0,527.7,Qo,--,--,--,--,0.0,19.5,657.7,638.2,--,--,--,--,--,--,--,--,--,--,--,--,19.5,68.5,638.2,589.2,--,--,--,--,--,--,--,--,--,--,--,--,68.5,BBOH,589.2,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{5a2f1fb5-fcb5-4047-9d2a-f9ded829931f},EB-88-ITU,,665.9,97.0,568.9,Qo,0.0,12.5,665.9,653.4,12.5,25.0,653.4,640.9,--,--,--,--,--,--,--,--,--,--,--,--,36.0,57.0,629.9,608.9,--,--,--,--,57.0,79.0,608.9,586.9,--,--,--,--,79,BBOH,586.9,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{2bc16d3d-4411-42dc-99be-ff57070c06f1},EB-89-ITU,,662.7,105.0,557.7,Qo,--,--,--,--,0.0,30.0,662.7,632.7,--,--,--,--,--,--,--,--,--,--,--,--,30.0,42.0,632.7,620.7,--,--,--,--,--,--,--,--,--,--,--,--,42,BBOH,620.7,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{ad122227-6c93-4ec3-9b06-f71b4af1d91d},EB-90-ITU,,663.8,96.0,567.8,Qo,--,--,--,--,0.0,37.0,663.8,626.8,--,--,--,--,--,--,--,--,--,--,--,--,37.0,63.0,626.8,600.8,--,--,--,--,--,--,--,--,--,--,--,--,63,BBOH,600.8,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{2fb261d2-8f19-4aa7-9348-86cade3158d0},EB-91-ITU,,657.6,104.0,553.6,Qo,--,--,--,--,0.0,27.0,657.6,630.6,--,--,--,--,--,--,--,--,--,--,--,--,27.0,48.0,630.6,609.6,--,--,--,--,--,--,--,--,--,--,--,--,48,BBOH,609.6,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
{705788b0-3500-4c3a-bbec-3c05febd9b6d},EB-92-ITU,,665.9,99.0,566.9,Qo,--,--,--,--,0.0,26.0,665.9,639.9,--,--,--,--,--,--,--,--,--,--,--,--,26.0,51.0,639.9,614.9,--,--,--,--,51.0,93.0,614.9,572.9,--,--,--,--,93,BBOH,572.9,BBOH,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
